source	target	count
294761678	733276556	1
431203501	613743519	1
28150852	45452770	1
328144436	1074257515	1
1250340211	852168716	1
849885770	479416811	1
79415914	14522520	1
382453762	518955336	1
39595773	19312115	1
1162036044	635918975	1
513410341	436042000	1
554517573	234937408	1
292088150	90947852	1
360189223	381171306	1
414512903	437047907	1
6544382	10876852	1
861566240	281475886	1
38263	16655768	1
312472901	544832577	1
97808477	98465645	1
226338740	34273998	1
21946712	21165375	1
361570691	127978917	1
355549278	15395920	1
77970721	816653	1
347998580	91336447	1
312165785	87436002	1
45186945	285946018	1
900976286	229587158	1
27427422	374215882	1
48813521	158865339	1
1506053779	479242713	1
255571136	974351666	1
896396617	72016502	1
103959068	347296767	1
15016827	2824241	1
37122400	454440014	1
17789095	30261067	1
35125067	613743519	1
636299817	454341008	1
132587263	1197619002	1
316993365	76655858	1
1236644744	407384080	1
1115627936	14885549	1
163796771	262890082	1
526897262	15403842	1
7417632	755859	1
124457428	229603459	1
1444962300	447538839	1
177118111	343850294	1
505132479	447538839	1
351217876	342901425	1
437004011	807757069	1
274241467	632307007	1
403512906	51813392	1
28213374	18520806	1
1357613628	522526329	1
767989568	925522855	1
19714244	14155103	1
391806616	852981576	1
954462313	211619167	1
424708486	227704469	1
14390087	231756759	1
31148361	127978917	1
216956067	327769337	1
1146133807	784912	2
92968838	1272891	1
71316630	6312822	1
753733268	618373717	1
226438657	50969019	1
113967171	784912	1
39908137	51813392	1
319638128	618373717	1
527477668	788837676	1
320968313	377004288	1
15300655	76852610	1
219607617	261651848	1
286455949	1126474075	1
1457220913	516881795	1
312169321	19312115	2
138861339	173828924	1
2212361	83271185	1
1187742662	226348151	1
471302496	338790001	1
315966160	16711478	1
343498041	249527815	1
32918676	8749312	1
503198021	188048136	1
536694008	19989759	1
14333966	16655768	1
254296065	374842576	1
581040065	834923124	1
245445025	126484603	1
161845799	14226915	1
722943480	266962593	1
570319917	542908629	1
675243	275686563	1
1475774432	29470864	1
366906214	15944436	1
241600733	137237854	1
465689262	784912	1
1326136176	1316401874	1
211934657	257199281	1
317047177	346632756	1
334259739	942515845	1
177004900	138467176	1
121843706	12273252	1
244602381	177101893	1
191706466	27717328	1
115513555	834923124	1
74039122	58935240	1
18553414	2890961	1
182557566	249527815	2
116099226	276752373	1
817240094	269101636	1
77055180	171103429	1
49063831	242368320	1
1693831	83271185	1
36213740	38891835	1
928266445	234912729	1
1121126071	852168716	1
387568060	318035277	1
248626546	6981492	1
253060699	12514	1
332859535	525506113	1
559024795	462505190	1
328920916	14522520	1
390270925	23978155	1
981973874	74650193	1
404813614	16678443	1
1271347160	239622661	1
991878301	14885549	1
232367302	47006756	1
1009478472	856977883	1
361608976	754205978	1
259593711	249527815	1
1442744395	340546477	1
75132172	14231571	1
406386623	146840559	1
501133891	188667111	1
38740935	76655858	1
507915109	328664648	1
920287650	177550131	1
273385709	315428436	1
213500498	339316045	1
137402179	618373717	1
535519048	618373717	1
392535129	33509471	1
734166637	974351666	1
16199609	972651	1
547628668	57558664	1
185630330	542908629	1
1165984543	554389272	1
457658280	1320651264	1
16750895	226594115	1
494781859	386124683	1
42136183	4641021	1
359176722	96875901	1
1332073387	974351666	1
13594482	784912	1
1318464386	865646118	1
499442541	382796296	1
454257735	188048136	1
255710770	415874305	1
572463011	222146743	1
341655210	183937041	1
394628884	21861738	1
539181147	275686563	1
436380606	406471351	1
633287684	756438	1
130965851	189687557	1
176260712	43496463	1
1511397277	192085881	1
989696821	836328362	1
101338176	826497331	1
93739155	1071010459	1
1011864644	512758929	1
609288373	321712548	1
81967196	420832382	1
13009542	127978917	1
1367343296	1152639775	1
15676927	14785846	1
30542428	109246186	1
29476754	25338609	1
372531991	375296026	1
483712173	856977883	1
21348738	25338609	1
431468146	217104377	1
646313	2087371	1
11405762	6187302	1
80006478	10876852	1
37318540	6981492	1
142595968	15709082	1
90556633	51813392	1
1287617059	1038450697	1
66351565	197263266	1
352195679	403031768	1
309427349	46180747	1
141470123	391829749	1
19995166	48070478	1
292651252	334399578	1
620277515	330842763	1
511370105	24956859	1
390587242	14281450	1
418325846	280923470	1
47718585	299473199	1
1368839808	109674300	4
155785259	121913138	1
1166042154	333952185	1
400018151	298441123	1
1457423149	516881795	1
49960147	36350313	1
223146545	172176161	1
62736072	375296026	1
495128376	842362418	1
414261418	548781054	1
71263	10545	1
1510587229	16507391	1
11405762	784912	1
14804763	16711478	1
192291960	447538839	1
15878412	10669542	1
22627478	9688342	1
53459383	559769512	1
14625229	641633	1
43767899	69074374	1
212675483	447538839	1
205955468	286020610	1
289715177	19088161	1
294240671	27197234	1
454929825	37019708	1
258108228	23978155	1
737609546	291918415	1
14272559	6312822	1
608685844	6370862	1
1359142525	503497181	1
455510883	464212895	1
561075007	277568858	3
132668606	91432217	1
73338728	784912	1
27549144	74750365	1
126727920	233408015	1
43673743	16198774	1
228163660	277568858	1
535441907	30545707	1
349634729	81617852	1
1504381754	275686563	1
137031581	31605148	1
431732892	306632733	1
314308769	71566130	1
237851188	237125218	1
240910431	212966197	1
20239378	83271185	1
856946137	235674279	1
22294676	127978917	1
18180072	10876852	1
317574792	21328656	1
126623958	90582376	1
149545773	327100443	1
393692832	447538839	1
250257982	618373717	1
37509996	122138214	1
322851741	974351666	1
249919300	14413715	1
1161220952	478685844	1
63831247	239078266	1
147718980	30261067	1
403622636	9688342	1
115443377	15163466	1
111729197	14347790	1
14872213	6312822	1
51972970	127978917	1
12128432	83271185	1
27784650	243385620	1
409090392	6312822	1
196607403	53654843	1
64594560	14151652	1
390175858	374315687	1
3068511	862681	1
39247962	784912	1
341662959	249527815	1
185064545	535705447	1
111918086	18729366	1
609172127	347674134	1
339434009	161576023	1
555307684	207709567	1
14378653	15513573	1
285799790	15830701	1
318659773	1347533054	1
51515782	236088916	1
105316347	6370862	1
961410624	504891949	1
545724375	51217665	1
225194856	935730361	1
67517021	229587158	1
54041651	9688342	1
1146465301	143284501	1
712810579	555797412	1
252877713	236261590	1
490890220	473311150	1
330141593	90947852	1
61890650	348429830	1
10695	63738955	1
713941724	9688342	1
1342822718	14179101	1
34725807	427031981	1
14502222	150	1
554477493	872670619	1
987621818	969546421	1
155973386	38891835	1
466948367	484259239	1
384866876	9688342	1
1457950303	516881795	1
492733152	1074257515	1
58783361	127978917	1
383146306	287696529	1
325730249	152045301	1
1057092781	969024852	1
7567872	25993	1
436793919	310316831	1
26814332	979811	1
16599558	755859	1
739400504	15944436	1
31029484	1075093268	1
228435169	61612315	1
527460244	55882226	1
622368173	731859757	1
993055418	816653	1
214507503	1417490124	2
1027086782	561105724	1
486544014	2735591	1
335801879	94479486	1
15714461	83271185	1
928895239	20542450	1
841159129	14861285	1
299095636	208175896	1
297591154	29470864	1
14355425	277568858	1
536758684	553604467	1
519876455	495011284	1
233608342	18573140	1
93776357	52523661	1
39988239	231756759	1
338055802	1074257515	1
33044248	701203	1
1115489372	974351666	1
1038477685	1363746223	1
421922463	19312115	1
1471386236	344951583	1
18420178	10669542	1
314283111	228944457	1
1003472814	554634025	1
63039904	14231571	1
475267607	260045838	1
534737346	378957333	1
604999624	547228466	1
295550193	375296026	1
431004205	29470864	1
365606407	367990248	1
80810597	380949772	1
1010344843	447538839	1
349856662	273542647	1
602099333	1309461900	1
27231684	237441014	1
336301939	102989983	1
219541526	322775539	1
487738950	722342474	1
208665886	576866925	2
39788990	75143558	1
14797245	273684907	1
30567210	30261067	1
801328994	21006515	1
298894731	457032280	1
168885053	15944436	1
71413288	71589654	1
1321511474	53654843	1
12984782	273684907	1
362573321	390467878	1
112481748	242076669	1
635770471	856977883	1
848189940	419939422	1
314458476	127978917	1
185751497	254560715	1
253363563	65767916	1
321745902	974351666	1
88087117	41475645	1
282670386	562517857	1
287729397	138636228	1
428526443	10669542	1
365074466	377594009	1
230575046	755859	1
181090931	5676102	1
167118580	230868393	1
38071122	169140393	1
1027877826	268985502	1
854844084	500363904	1
221303941	96957978	1
970740067	1360675662	1
6503412	6312822	1
250361781	353523656	1
521332149	342901425	1
868384117	30261067	1
463894251	499858393	1
60409186	348108382	1
611010998	103349103	1
1090698246	429593330	1
304171814	31199842	1
749911052	18657572	1
15392494	10545	1
238591491	286281279	1
1345058539	125386940	1
752572195	241008083	1
393734572	46509119	1
60934228	979811	1
366052193	190219759	1
282735036	613743519	1
389878548	55483216	1
482335451	201873236	1
197805909	315334376	1
312868592	309943203	1
360352970	18460479	1
5777542	10545	1
125834996	317942327	2
337273662	365784906	1
306807535	23825416	1
87889391	83271185	1
17217746	14725574	1
59015844	16507391	1
390428187	485397452	1
401063066	15944436	1
298138069	273684907	1
1497049082	275686563	1
257656771	418202639	1
261688781	14885549	1
59789212	612152798	1
18205716	30261067	1
256740380	315428436	1
866932382	9688342	1
483204280	996458221	1
346795430	18657572	1
89923353	15402862	1
55874022	15027362	1
465164125	249527815	1
232360579	11340512	1
47326209	17445664	1
14965433	17614569	1
1206670040	16132183	1
38883122	415146237	1
310997794	43000463	1
274309308	83416451	1
215872267	67559158	1
14577594	389218310	1
999743604	600996802	1
1481235890	374733001	1
16403436	9909802	1
1023191750	478970651	1
120829122	972651	1
32170294	28785486	1
1319591983	852168716	1
601565977	263415065	1
308566941	314720715	1
145057426	549784493	1
110509265	547228466	1
57075885	44078873	1
108514315	241729225	1
67836333	83813626	1
62380548	183386173	1
485430237	229587158	1
1411899362	83418503	1
16290599	6312822	1
476229488	1466243269	1
593825860	387159418	1
36995184	12589972	1
51330409	229587158	1
1398656252	525388928	1
427199802	547780736	1
18169753	15027362	1
14957975	6312822	1
604105136	464830220	1
26836308	19738648	1
150708678	816653	1
513990458	328752422	1
567686899	398353404	1
97593288	127978917	1
388554984	1383411949	1
266999043	254560715	1
561069482	449784686	1
364021013	262470133	1
454758563	151943650	1
506259822	523988680	1
384109658	1101598010	1
24878404	275686563	1
831483727	186128889	1
307094801	391341056	1
415960014	452290442	1
1244262692	1061933720	1
158372014	228944457	1
74902181	297171824	1
17640753	618373717	1
391361315	286252834	1
635639811	538699837	1
628536568	452878160	1
868384117	816653	2
260532670	148772032	1
111623095	2087371	1
12730502	1093261	1
388425641	165604117	1
131225781	164118540	1
968919398	447538839	1
304969875	19569718	1
1322960240	793200288	1
243393782	522526329	1
49485399	348260046	1
58337798	251305469	1
580455188	600213943	1
464995005	233361006	1
130133022	297770255	1
606677704	509578729	1
578167239	342901425	1
381058734	188048136	1
155662995	151630380	1
1475774432	539304204	1
337798866	414138312	1
1489038337	762010382	1
1345654214	126797560	1
1277342142	156100961	1
260421416	567852036	1
54033876	123666529	1
1335625387	503848670	1
62974360	229587158	1
653053	15944436	1
337930406	446802491	1
310525953	540488894	1
31199532	191807765	1
176270014	188048136	1
755033	12047992	1
71212417	19615995	1
16137394	862681	1
15850813	109066111	1
522302030	618373717	1
632518244	739835174	1
266369865	53138311	1
554610256	250436605	1
486059717	432099852	1
220200390	566719328	1
173970512	1460007805	1
3024	6981492	1
23175666	618373717	1
66767525	1330195279	1
60730698	600417264	1
15014997	4874091	1
336190380	10876852	1
14304015	6312822	1
60935781	14246782	1
84379745	98523794	1
313763148	381951324	1
383599824	1427122646	1
345148385	941971686	1
367937150	188048136	1
311165404	18460479	1
14214388	2087371	1
373751761	236524977	1
706974108	53705827	1
447641525	130587806	1
166778582	1334855414	1
21980122	330555225	1
360216399	7754602	1
172559297	73932655	1
248218983	208637263	1
88255110	335631382	1
392478767	1305995330	1
576397116	30261067	1
107492047	893824032	2
250936518	14522520	1
615540424	53654843	1
41539682	15282462	1
505454899	10545	1
55715015	59933700	1
14839329	11381522	1
278365232	22335611	1
310206903	557598458	1
1314551942	239730913	1
616809312	258196402	1
520597515	40488751	1
501238859	151235513	1
341403878	18460479	1
86582727	16655768	1
338650050	374237029	1
355927883	327100443	1
14438627	348429830	1
379528159	35306370	1
7433392	25993	1
561510387	249527815	1
536481455	347674134	1
501339702	29470864	1
583375286	16662889	1
1069699332	159639857	1
405666781	561555811	1
1242236840	725445618	1
375552531	9439602	1
124789058	16655768	1
456040044	382610885	1
202134196	14522520	1
405030866	240337795	1
17162151	6981492	1
197808746	19738648	1
68760726	107633302	1
17530043	784912	1
15519691	979811	1
1457611639	21861738	2
45729667	1299105492	1
47499437	465196282	1
1318460041	53862589	1
141607581	540488894	1
126766820	30109056	2
47277332	750215642	1
331454781	701203	1
293738478	563860025	1
54810669	382796296	1
943410757	302810094	1
227586466	14231571	1
1457614076	516881795	1
1398656252	539731422	1
335808004	618373717	1
215980027	266225444	1
192977251	979811	1
129093973	38891835	1
518901786	816653	1
939341706	1506609110	1
520071781	229587158	1
419757275	274566042	1
61521494	816653	1
23882254	275686563	1
230378382	61612315	1
128723984	504936637	1
19769053	6312822	1
47607531	49040332	1
1328626458	21006515	1
523611081	296340865	1
606083249	259387161	1
70560583	46719043	1
368307260	18460479	1
142659344	239730913	1
908339652	1220030132	1
813620726	346809192	1
536807669	522526329	1
386873891	358546797	1
14691295	28562978	1
33884001	197263266	1
315239083	198732594	1
17469576	15027362	1
24018294	273684907	1
423844245	237650964	1
1398656252	46363812	1
1248229346	13811562	1
1025633256	282421067	1
321620225	481610048	1
23544392	9688342	1
20493962	45729854	1
16615996	5834352	1
874939212	245557143	1
447589382	447538839	1
141737461	18016108	1
743203357	151931457	1
575642809	12589972	1
14854673	784912	1
14326809	18520806	1
355021252	555457179	1
398665364	147630140	1
226264519	18016108	1
272133602	421992152	1
416338682	522526329	1
100137733	63227835	1
394284303	433410067	1
73464437	53555106	1
15059496	273684907	1
331164168	35295546	1
333704458	315428436	1
608619243	944262290	1
589353223	38891835	1
256354093	64591787	1
344238761	380561904	1
1375420316	21861738	1
101357897	9688342	2
94150809	273684907	1
581855617	68345439	1
31876776	6312822	1
57928690	103360426	1
840633805	343468165	1
1284363372	387469962	1
612723125	14410190	1
453395575	801079682	1
119965682	1020961	1
435582743	341974036	1
15751569	21165375	1
295093847	353710836	1
225956201	419939422	1
90502201	31584529	1
259564045	190799836	1
157767844	137661203	1
1076785544	289503241	1
269100664	298441123	1
290644119	297018989	1
1457119580	516881795	1
1396802497	18577209	1
483608395	1155962708	1
283261860	44251056	1
250736463	188048136	1
1335021386	1460007805	1
377203340	49884993	1
248485806	53654843	1
348314624	223272622	1
17784077	979811	1
359637758	342357035	1
146323126	755859	1
300038421	34105713	1
63247553	61190116	1
546280441	161847245	1
1286860692	321712548	1
267217347	226496251	1
966765097	898588495	1
276667497	583375286	1
36208853	236229982	1
14361533	386039091	1
49484155	280450832	1
500395816	344598385	1
52328255	15944436	1
345602298	227704469	1
307034115	308890486	1
351686257	618373717	1
127441013	236088916	1
52591683	573289798	1
54785742	1074257515	1
100370273	63557370	1
242325844	788837676	1
410496376	895650158	1
252315167	410422860	1
19507499	10961962	1
181269805	129508554	1
21939196	173525001	1
20133438	26784830	1
9828542	11340512	1
193974784	63557370	1
38887002	78453	1
361016209	216892541	1
589156151	249527815	1
433652418	39403690	1
173498956	756278	1
386370149	555532241	1
242257629	618373717	1
93007009	6312822	1
553877417	116210577	1
599080724	96957978	1
6645222	8841372	1
1043820002	168140560	1
1454995154	380384895	1
1242783518	520650552	1
428441261	568726078	1
160042385	1214256949	1
174452394	244134554	1
394490976	979811	1
619627977	398353404	1
43333763	1058258449	1
381276020	455231676	1
359038537	182521609	1
26067145	16193528	1
17901515	23978155	1
551304350	175442086	1
462484126	541849794	1
148049585	11340512	1
18034931	10545	1
268643708	613743519	1
222995624	9688342	1
300491467	45477673	1
229577863	300347315	1
1225521176	522526329	1
967145838	561105724	1
1455974900	114930354	1
275337514	212077795	1
232903713	708454531	1
21508617	755859	1
607756759	481610048	1
307818790	442043363	1
424076694	101660770	1
788185988	111488185	1
43039966	618373717	1
1451686123	60642052	1
15371649	29470864	1
5690332	10545	1
400978084	972651	1
251203929	136882440	1
1072166966	629983583	1
184990624	47904708	1
54802518	2172	1
617494881	342612573	1
374315687	347324753	1
230931947	80463033	1
412514183	452664618	1
131936109	11381522	1
378364041	1355564040	1
449287121	356302746	1
2899671	979811	1
354144634	10876852	1
361394362	25890126	1
200255767	151931457	1
422398723	14187540	1
169239041	74036756	1
108362663	310069463	1
288033365	934992812	1
383161404	10876852	1
625823209	853873279	1
475070320	76655858	1
241867735	14522520	1
547682344	594109973	1
221368703	342901425	1
109814199	146722328	1
233772099	101571518	1
213428924	339316045	1
125016785	538699837	1
43055358	18016108	1
1361168822	538545787	1
341689202	351091789	1
29550836	266794445	1
933450278	14522520	1
226865004	388812934	1
85694298	6312822	1
18132735	115266129	1
313082154	358962879	1
237721024	236687490	1
13546742	1344951	1
25887327	315942093	1
1333901	14964767	1
278668611	25338609	1
397860257	95869356	1
273035653	387774109	1
138564692	157411774	1
247388098	16452299	1
274005438	7578	1
369831521	353899478	1
586972901	278816555	1
16612190	6981492	1
57867107	249527815	1
474589839	856977883	1
858078823	286479042	1
29153228	275686563	1
40349323	229587158	1
322071483	1053423019	1
470680368	129564487	1
547976168	220457208	1
450929237	540488894	1
6254992	1197619002	1
499939597	730023510	1
403031768	53112827	1
453920936	14231571	1
27965954	311376443	1
842611754	1276573008	1
6477652	21006515	1
517280255	356704922	1
316245492	335631382	1
1228057356	342959798	1
367534075	292123821	1
40038417	298926153	1
779066161	1072166966	1
298155353	319251149	1
14295646	15289016	1
46945915	173853894	1
157167637	188048136	1
492567614	455855699	1
340033182	857238258	1
1469921150	242526325	1
213426207	863940812	1
24428245	14876507	1
365269458	68345439	1
303531177	312420513	1
279702303	1126967658	1
16290599	273684907	1
278205451	522526329	1
710082506	729861540	1
20618514	76296208	1
483260028	285648599	1
993568212	478106346	1
813890882	1164084432	1
70213604	249527815	1
152216382	19312115	1
31052578	24137030	1
404525464	339316045	1
24923263	139658109	1
530051964	447538839	1
262506842	249527815	1
318327588	192085881	1
6359502	15027362	1
582210302	540471425	1
133435519	265071192	1
54421383	222871775	1
1264914456	370877760	1
241655131	91529986	1
417375615	61582227	1
322892230	491083230	1
769193132	1162815811	1
18271365	701203	1
14492810	16655768	1
630709882	6312822	1
297737808	234981246	1
240769179	242515872	1
363329873	51813392	1
53355649	18657572	1
1275570596	222540906	1
456903085	557295963	1
85447339	190619584	1
137059479	357483376	1
36634882	249867998	1
1066331268	254560715	1
755080	10545	1
368199132	337486345	1
609685212	474351220	1
1510784491	30261067	1
1007693431	116553896	1
327397128	393564993	1
1244990796	288576091	1
328782759	347673996	1
277103040	724927554	1
181346176	10194392	1
447347625	151357265	1
15416253	15936679	1
135203072	348429830	1
527776446	992173394	1
556457896	856977883	1
835111050	974351666	1
1208256745	1100826835	1
1398656252	129573453	1
14743926	784912	1
24613980	374913304	1
606902493	279019815	1
1006270520	331833632	1
324629960	249527815	1
68595474	282669689	1
15073780	15944436	1
433257844	14522520	1
42534282	20092786	1
30338066	64231708	1
9384692	16009430	1
600634499	123383615	1
30149549	21328656	1
748630670	15403842	2
147599950	13811562	1
1401867960	19707156	1
1329312133	37019708	1
313418718	315929128	1
272640294	469877862	1
178950629	1091307116	1
167398227	15944436	1
115243292	233294320	1
6826442	6312822	1
1457558886	516881795	1
758353429	496264180	1
372490821	264258510	1
594080158	147310768	1
295822206	29470864	1
38833532	81617852	1
7882912	14322989	1
17402622	127978917	1
14302013	10669542	1
145237096	1149269935	1
1369549196	457017827	1
157724032	308783976	1
632079099	732198296	1
43207338	465339773	1
1253483263	635914443	1
287732595	373339714	1
212050062	528605345	1
187216436	10545	1
37139343	38891835	1
38262092	42794466	1
402088045	9688342	1
15454228	10545	1
319563570	110786643	1
275786205	341824306	1
89320683	15086405	1
33621470	15947185	1
574851110	247595800	1
118090015	74650193	1
20083949	26784830	1
378701342	46842010	1
358840662	14928750	1
158074124	561423086	1
17610471	19312115	1
492725910	93002867	1
529136538	1074257515	1
39120150	83271185	1
90581703	20102252	1
14445315	16662889	1
54470325	19738648	1
1402880052	972651	1
547064616	961070262	1
799843722	294932809	1
822302882	30261067	1
702261506	58333136	1
415974235	459678699	1
1000544112	504936637	1
334169103	228836893	1
599823791	464515522	1
114312753	431174483	1
565226794	419830760	1
1055737956	447538839	1
780635809	633479593	1
84166658	484330437	1
4807311	755859	1
303278534	188048136	1
389887358	6370862	1
349442003	48607594	1
168836787	1242640291	1
18597162	7826502	1
1411075656	14522520	1
247256756	274005438	1
153039844	1135496976	1
14490132	10876852	1
310895151	118280725	1
462539175	60807287	1
171141860	77045490	1
152143772	188048136	1
13068842	14861285	1
228596470	313715948	1
66096128	10545	1
56758010	275686563	1
226111859	10928562	1
164541961	346148713	1
122576807	983312749	1
153881789	729861540	1
1465945722	872874650	1
229188222	979811	1
473574974	467010424	1
228439533	307791013	1
17555099	14522927	1
193988028	15958614	1
23008780	6312822	1
411725414	581040065	1
15719490	16655768	1
19724642	10545	1
427490895	1325001278	1
1305663248	896388308	1
546672478	229256967	1
542559016	63227835	1
290698315	334385085	1
15257422	16655768	1
277102271	131663576	1
156205158	1074257515	1
98610868	61783577	1
90459172	15163466	1
17432331	15027362	1
235732910	249527815	1
807450998	884982504	1
330066153	502279955	1
133240442	127978917	1
448829458	188048136	1
1113269240	1334676122	1
481610150	852168716	1
277320625	576866925	1
345513844	188667111	1
20073596	140118545	1
133116597	18657572	1
31172636	304433061	1
264825105	596940365	1
618509169	460337572	1
1390771946	53654843	1
51885851	618373717	1
41937740	15944436	1
17804002	23978155	1
10266432	755859	1
1154289745	100655883	1
17448440	14372486	1
396776027	392338244	1
19092634	9688342	1
9525052	78453	1
1465513952	387678022	1
42125339	14861285	2
24280319	755859	1
946540244	348812492	1
207959644	6312822	1
338484743	188667111	1
433665701	188048136	1
568739888	263491362	1
473628379	90328774	1
607389492	15560223	1
15709827	12589972	1
212514459	29086116	1
112915300	1489442575	1
59635147	353474326	1
15301646	82450206	1
235799971	274763132	1
736803685	477264496	1
553050370	1378264778	1
17963054	22253	1
1429455818	407384080	1
320541307	274763132	1
25540152	219310811	1
26372174	4641021	1
92652991	127084752	1
1457121805	516881795	1
15692146	14620798	1
104977527	20542450	1
21517477	2890961	1
1115651910	1096427094	1
358587970	184990624	1
14166065	755859	1
709726519	972651	1
242171340	595710755	1
312169321	19558701	1
25894184	14885549	1
337120896	319495718	1
311237529	52300461	1
548078621	133969123	1
34474923	709389048	1
179349606	172125517	1
238932604	406531806	1
238957678	25890126	1
49816979	216892541	1
26644148	83271185	1
619575047	12477472	1
485078663	377081701	1
468891134	424378222	1
298995714	249527815	1
178457679	112458688	1
7071372	127978917	1
81763015	164473333	1
17054713	14785846	1
43961046	735075776	1
354172559	6312822	1
244829780	37738195	1
818432480	35295546	1
511529649	545827927	1
468406846	1396101030	1
266828739	99672772	1
176916425	330542147	1
319302925	325235312	1
1334657047	618373717	1
18547943	308890486	1
369134947	522662317	1
421603010	960293462	1
237904882	16655768	1
419308660	340572356	1
27516158	672513	1
574073963	304112075	1
29805734	9688342	1
4925881	80310122	1
230106876	16655768	1
55465357	972651	1
216788807	618373717	1
1009735423	618373717	1
113392466	297623528	1
43950793	357942193	1
491858804	14861285	1
20210442	14142965	1
926358937	60768677	1
1225376370	132358354	1
1594471	784912	1
394403821	76979311	1
16027307	9688342	1
243751638	101885313	1
1249877161	163862786	1
14161792	10876852	1
1234704145	712118179	1
17724347	51439690	1
356881173	9688342	1
457700954	335226880	1
144950033	20907214	1
27595743	2136531	1
352370146	473311150	1
1486260751	53654843	1
415071999	527124031	1
298917989	410747948	1
66620008	9688342	1
365734666	1187772757	1
92172746	65834539	1
924611846	324667032	1
254103654	38891835	1
454877082	326592955	1
2982731	1622441	1
81148484	99664549	1
202641930	572045688	1
164488162	9909802	1
436266494	302451270	1
518217090	341806597	1
7501852	18983688	1
465244277	14522520	1
330699250	51584142	1
342359718	249527815	1
997965858	497952236	1
1337456767	64591787	1
830001349	259913934	1
274287805	119227716	1
486195317	216892541	1
569581259	53654843	1
404501951	352085036	1
632205045	441127337	1
480542277	37504251	1
14344677	127978917	1
1285238412	37019708	1
284244019	212478491	1
84817363	64923271	1
548032360	618373717	1
885599610	481610048	1
7628472	16655768	1
12568072	44247535	1
1152495991	768955039	1
528970063	457102343	1
1069644288	328792497	1
34787663	308669882	1
364069321	77092483	1
434341949	356332599	2
447844691	239730913	1
67754267	29270325	1
986830723	98465645	1
58143312	24601623	1
230515733	249527815	1
77969855	14522520	1
464436485	109729742	1
8025462	19312115	1
478079648	1466243269	1
192304717	225612179	1
160281169	234503487	1
179099202	30261067	1
345117607	51813392	1
548505574	396059457	1
419134222	1058612514	1
131994323	203673758	1
331364049	95453939	1
265581733	273350592	1
788202956	1511943210	1
301241503	522526329	1
15791237	233354002	1
226561846	14522520	1
906826814	287703555	1
160983706	273684907	1
1057057735	563226329	1
135957946	231756759	1
285871703	427169127	1
120272162	229256967	1
28213374	15770339	1
389760044	404572327	1
260974177	176273120	1
414031793	328638999	1
365232750	58333136	1
585334107	618373717	1
326482620	275686563	1
15151306	16318564	1
714429421	1278837025	1
8490462	9688342	1
52036040	30261067	1
422345857	1074257515	1
319296402	187204407	1
14196473	25338609	1
1261029985	1123836368	1
25005019	127978917	1
1327306105	73236032	1
384092201	315428436	1
99235916	23032702	1
20657485	21438858	1
1070014645	207655745	1
96428187	38891835	1
418692789	24425685	1
74410288	251123538	1
24470843	348429830	1
5669402	10876852	1
18342200	784912	1
329884594	857238258	1
624421914	1463681274	1
24004315	81891054	1
1457175786	516881795	1
1494541352	193954551	1
430361831	204165853	1
1244927378	547199152	1
581163082	482249759	1
338182602	151357265	1
14526141	15163466	1
49316442	249527815	1
559824192	1396101030	1
863588114	1189667335	1
282360356	241008083	1
718300392	974351666	1
614793409	9688342	1
958744460	19312115	1
353507484	62847587	1
418473082	52222880	1
64474915	14410190	1
47373329	25890126	1
482305428	19312115	1
22703305	678953	1
441366369	413654842	1
238276442	856977883	1
94653576	10545	1
24748729	618373717	1
1447513681	40334464	1
837878761	405265660	1
337318845	354348480	1
555750825	109674300	1
498280458	250764252	1
1177055803	14347282	1
491700904	24071914	1
44625532	27197234	1
545318086	824043643	2
728416326	478517996	1
874822386	1043395399	1
437707469	952662644	1
1330787624	795110353	1
883173456	77491546	1
348679789	403158688	1
42717725	382916335	1
36604982	385164473	1
820651446	345167683	1
198554681	273684907	1
314563190	353504184	1
708481267	862050596	1
38953584	17513682	1
730000964	573289798	1
36210200	15650210	1
1099477428	1409398134	1
232004766	239029644	1
352050149	271181543	1
14365611	14989726	1
183828491	269041183	1
585423543	289893635	1
439380422	754205978	1
291688619	701203	1
268509849	14166346	1
482305428	274817818	1
507662128	157874016	1
303565752	241977790	1
145599602	249527815	1
65912012	419888990	1
820447242	786233796	1
179160213	95901175	1
51284022	230300557	1
178061660	523988680	1
21411726	19312115	1
334627782	540488894	1
110478649	504936637	1
1036006482	1463834179	1
69292666	10545	1
83306305	4641021	1
139900071	14231571	1
391774086	471173595	1
439292180	218565876	1
128294874	1107250946	1
225439994	989076014	1
1257956340	613743519	1
594250891	563272982	1
1455974900	35955885	1
95184851	367352156	1
24371427	38891835	1
21166772	56274034	1
26098398	14238687	1
14097779	6312822	1
19622422	141041509	1
81237297	166792219	1
352345410	437085733	1
376480529	49170933	1
322374467	95985617	1
54375096	316905815	1
1363125090	214121628	1
360903733	402971468	1
472428681	522526329	1
542999965	581371840	1
57068866	328833144	1
192406701	12477472	1
12286332	15395727	1
320372259	359215003	1
483412912	910762021	1
14142709	15027362	1
186857904	156509248	1
236677258	249527815	1
636849312	18460479	1
38908807	188048136	1
10724012	16318564	1
15619522	6312822	1
396269197	932740352	1
872490572	587667144	1
170811618	105677947	1
597061214	548781054	1
15571944	17078353	1
158409147	331164168	1
601971706	228532638	1
109330811	455964661	1
411703470	172176161	1
34501661	220669962	1
40145005	571447853	1
17521384	10545	1
8089902	20134752	1
