source	target	count
574244001	452532207	1
606769886	272668297	1
586613944	2735591	1
147426736	86734773	1
490001562	212137619	1
340605146	311667685	1
1506043778	896525190	1
15270123	14231571	1
1022207262	29016665	1
981565586	447538839	1
261938287	188301679	2
394978317	613743519	1
865700461	275686563	1
43588353	44668684	1
1137024781	370512141	1
471172572	73956951	1
197090342	632113197	1
51644535	979811	1
555944488	91182205	1
255903234	228944457	1
633530514	188048136	2
55891456	127978917	1
89475047	152725470	1
25073728	127978917	1
29879710	540488894	1
1457239111	516881795	1
350638610	275839566	1
207988037	281475886	1
573613007	4641021	1
328977929	15944436	1
40919624	418821190	1
613179400	334913022	1
198601881	36350313	1
909080364	1315289707	1
303482242	21861738	1
15454797	755859	1
579301184	6312822	1
319357083	618373717	1
992257249	295778274	1
1475971598	15661911	1
11364212	14964767	1
1511419158	11666142	1
1388134981	274763132	1
320962692	414939880	1
544518886	314113021	1
30794518	437799847	1
1398656252	25208780	2
337512458	721173440	1
166858678	128254754	1
398838025	516057887	1
142089042	554709599	1
14863166	18224194	1
373605427	318520667	1
306993789	354189129	1
440446701	536654068	1
143994840	974351666	1
566394286	883081436	1
292180376	23032702	1
95070227	434611060	1
857023566	881162936	1
242144565	83271185	1
1099982348	613743519	1
727313905	457032280	1
1083683586	37019708	1
132358354	245146193	1
349271329	9688342	4
46912396	53654843	1
54999850	15027362	1
603946660	35351405	1
116760461	9688342	1
220200390	15649565	1
22036901	2890961	1
868501650	291342742	1
14775425	6312822	1
265824329	788837676	1
17104996	755859	1
533160869	974351666	1
316100722	220887709	1
232432427	50848973	1
182911285	195926651	1
19997316	76296208	1
103273816	9688342	1
230042878	834923124	1
130825655	26370682	1
21216251	158865339	1
323971883	116340081	1
607863925	633263672	1
151570138	61612315	1
13027552	816640	1
64643483	198079878	1
110272367	205203096	1
174944608	172176161	1
463331504	598879043	1
313748708	335631382	1
818596957	522526329	1
226624013	2890961	1
14160604	16655768	1
378617743	204489118	1
1398656252	366674576	1
62639183	14861285	1
26688354	9688342	1
15080070	14231571	1
29695864	448274334	1
602102767	302126837	1
42232968	238318646	1
230269478	188048136	1
47491993	14149937	1
553165037	65983614	1
95666076	138844818	1
83204208	28679692	1
552786839	20793622	1
411984080	442629616	1
325279357	607525509	1
241588187	275686563	1
496407690	447538839	1
453512531	94735797	1
21640487	25338609	1
53780501	15163466	1
889667834	618373717	1
47651120	119210569	1
1423246100	16373394	1
1142696359	396059457	1
883383374	974351666	1
1478567833	249527815	1
109090891	80754094	1
19785994	13567	1
329398478	267487715	1
396709791	499530112	1
519960998	68345439	1
171994676	169140393	1
553309647	240080407	1
367817759	326592955	1
402906141	171103429	1
297393043	402233609	1
28821148	23255992	1
350636275	249527815	1
292288859	144285299	1
378095203	572586645	1
173541068	37738195	1
413107327	14885549	1
56609358	609678413	1
54713529	783138342	1
379362500	1427122646	1
1129161480	200512535	1
860541223	391341056	1
285597367	168258795	1
68596536	273684907	1
63818303	542908629	1
64952322	167398227	1
14406061	439637245	1
492417575	29470864	1
201395340	25890126	1
135117300	979811	1
23684464	972651	1
293726474	145708090	1
1160892398	83271185	1
635677042	792395089	1
239505792	164118540	1
103606776	63227835	1
48071595	7343762	1
229291024	204489118	1
322392297	596701914	1
456809428	244320644	1
396059457	816275666	1
52915645	18131006	1
15060567	18209839	1
341244093	305678530	1
448454295	41493760	1
356252192	255749363	1
1194181020	634178224	1
558170399	613743519	1
702338197	335525503	1
39440231	10212922	1
12232092	5402662	1
285821568	628672457	1
77909714	25338609	1
86315276	10545	1
789680228	620258180	1
177682116	1316401874	1
736010604	315498416	1
862153964	406032818	1
711712795	613911245	1
167939245	91181017	1
155138144	1475313979	1
23728327	9688342	1
797414588	613743519	1
388110775	421367202	1
14146896	419710142	1
13980622	6981492	1
1344426187	59472148	1
15060881	6312822	1
93382672	14231571	2
14581772	38003	1
49552807	23255992	1
1195676263	1033084400	1
1457624450	516881795	1
432184662	485347321	1
755499	16655768	1
17925696	16318564	1
14409265	370412176	1
497274610	323602800	1
145765632	95330107	1
157120305	343850294	1
478241586	618373717	1
365498300	367756036	1
38841221	277568858	1
17464279	14964767	1
321625051	356464762	1
397999037	298097086	1
1210096783	454341008	1
1334963060	409547762	1
610434543	503247188	1
245452800	347040441	1
22544858	259387161	1
819347052	273322448	1
15051218	72271401	1
548781137	811548878	1
7551582	12741	1
42633278	9909802	1
174057594	139662789	1
237342220	14522520	1
605602515	249527815	1
192112786	1214346157	1
84697672	14513878	1
381320916	30261067	1
389736946	328833144	1
423656487	229588133	1
296487143	206898294	1
55862146	15944436	1
301435504	454248486	1
36231471	40559267	1
241588187	14372486	1
15951166	498742495	1
23777059	9688342	1
199366165	44668684	1
1459048142	166792219	1
998641825	149980649	1
337982922	475469801	1
775278121	382796296	1
336270489	593291878	1
77109226	44668684	1
889966476	460877126	1
373615343	148583418	1
1447016940	828445728	1
501822772	1318535203	1
236212211	185178037	1
545558373	1327037412	1
64460524	73236032	1
841716559	925522855	1
230399127	266761504	1
565726065	494532898	1
23679582	42951128	1
52282146	281376754	1
866238403	788837676	1
58060598	18342200	3
993568212	175988491	1
45863492	140118545	1
12255632	15944436	1
142840097	537266119	1
1468574148	273684907	1
541691138	188048136	1
180165486	298741941	1
31730605	15560223	1
250462562	618373717	1
1457151792	516881795	1
366885368	444173703	1
219333385	932740352	1
151034026	18460479	1
15769516	14963214	1
1051626541	154925378	1
18267111	10669542	1
144106746	30261067	1
41283627	21682012	1
1012349322	613743519	1
20593735	20542450	1
531596835	29470864	1
391415225	62408313	1
1126008264	36822520	1
611924836	239235139	1
867706286	249527815	1
5674912	9688342	1
614120522	150258260	1
472455377	30600597	1
98694231	974351666	1
451108446	755859	1
441735403	178702372	1
443112893	527851717	1
1071580729	296961404	1
160616146	262425076	1
252794672	708454531	1
1033483555	159639857	1
1071437576	156133931	1
184763565	140195980	1
124457428	111150813	1
7366962	17611064	1
481738617	92186329	1
30000385	972651	1
363495565	53654843	1
628056441	390418605	1
44119449	1066793484	1
146854128	15661911	1
14845167	259387161	1
25446746	375296026	1
366079946	25338609	1
7237922	215625004	1
378952888	249527815	1
928895239	30261067	1
161191267	258571972	1
238360599	220771526	1
35203319	8060842	1
476514180	911909497	1
382163699	249527815	1
637199881	1020702314	1
571185167	523988680	1
533547899	254560715	1
266321265	834558758	1
1172360924	151643053	1
455231592	483849357	1
8543882	784912	1
1466032922	818325960	1
444039835	151931457	1
39018466	19312115	1
19904084	6312822	1
916996022	265851931	1
474909480	382255690	1
86007399	1712831	1
119900549	15661911	1
25596925	343190786	1
241151417	199135947	1
21272641	16655768	1
482085636	64591787	1
477100358	336001140	1
276465034	450335836	1
854311417	10545	1
105556179	376392983	1
1014267198	900684488	1
586937321	540488894	1
322500015	238429612	1
865737158	627853026	1
1125820934	1316401874	1
1429313599	974351666	1
1457439511	516881795	1
781277797	390324631	1
42006467	381521407	1
636799193	490815961	1
247595800	591365884	1
86608708	219325124	1
15472845	465874577	1
200667301	265104593	1
310433432	47558073	1
46874429	44078873	1
608760489	236088916	1
54650630	74750365	1
350807474	10064832	1
1321757383	942756595	1
506938369	788837676	1
976076648	868162700	1
18651870	15944436	1
152020225	51813392	1
168279663	729139172	1
89191785	16318564	1
734056464	462405156	1
990780061	208637263	1
44838061	221187032	1
17809958	249527815	1
54286345	144350941	1
71719803	417494129	1
16165976	15027362	1
38608127	972651	1
1041762259	1041770521	1
382958794	375296026	1
106452136	299473199	1
445004400	179788496	1
124391939	308890486	1
20545139	30261067	1
261634586	127978917	1
19654093	392201352	1
123661324	188048136	1
78131863	197132004	1
425794358	339316045	1
364565008	413620982	1
32323262	1074257515	1
612746208	161467321	1
268882389	193491570	1
40316867	9866582	1
18690832	14231571	1
54790633	90303849	1
336264560	149663457	1
91925961	97348052	1
87204432	18019422	1
277613279	784912	2
178136815	450957618	1
20828551	755859	1
235977665	344075415	1
37366569	15163466	1
232674896	212920627	1
147998591	273684907	1
703673	12514	1
58233608	16655768	1
411262888	767935555	1
309423713	49905657	1
52390889	96484646	1
176681604	250160585	1
89573928	313524264	1
237550587	163239425	1
1164662641	376486719	1
80027458	15830701	1
179639165	146613758	1
410339379	160616566	1
208274838	74375254	1
529344996	53654843	1
72133488	14785846	1
427085045	618373717	1
119158174	1417490124	1
47118255	15662791	1
541005287	278160828	1
259517672	171230770	1
45964657	61231200	1
16377175	9688342	1
576545207	98646048	1
128352135	20562637	1
101653	25993	1
345883630	447538839	1
30796541	275686563	1
451949782	1493960569	1
90493154	160685696	1
622225471	254560715	1
26319524	188048136	1
104535060	162527302	1
402675551	532783349	1
1457614520	516881795	1
131663479	32286629	1
1393090668	229603459	1
471502507	856977883	1
351732021	600417264	1
521711007	618373717	1
605941660	751673822	1
228085344	628672457	1
17004289	15944436	1
499743329	294619181	1
53579770	9688342	1
498521828	72213370	1
462163319	396255497	1
240104511	255178293	1
416861324	391473660	1
1098550664	15944436	1
107530760	9688342	1
386729261	974351666	1
117055681	13567	1
106573075	37038093	1
244844111	38355313	1
56226980	275686563	1
75021063	974351666	1
291169392	441240406	1
18981687	15373685	1
593095030	328856225	1
359036541	229587158	1
1450044678	925522855	1
448461855	375787088	1
462458450	273322448	1
167893712	328155982	1
16491362	19312115	1
18858216	10545	1
825094352	6981492	1
372475183	379029313	1
329850176	283799340	1
452290442	512667839	1
274866402	169140393	1
225323699	467077454	1
396059457	6312822	1
125771155	249527815	1
23962971	30261067	1
714610196	362090003	1
20093212	15944436	1
218388684	12589972	1
37781511	60319199	1
444969659	25890126	1
424910330	437798366	1
1058532602	390258429	1
190670067	972651	1
926817313	598500453	1
14562287	10194392	1
311956444	177550131	1
350143604	217963787	1
30185402	1441455943	1
123989354	25338609	1
221753367	74750365	1
516131956	1101817854	1
233674307	425255872	1
374277168	321915943	1
28444684	2890961	1
104934730	24006071	1
580215087	312844016	1
840245364	542908629	1
239931950	971007204	1
497476624	562263900	1
26641794	216892541	1
732953395	248080772	1
320447443	941971686	1
376516089	13945572	1
197345675	23032702	1
18722530	1066793484	1
109089561	783138342	1
267302322	452652989	1
360378192	383991057	1
368706739	546907774	1
284773306	224498923	1
43830004	188048136	1
631405960	11099982	1
26213092	10669542	1
62067420	319352182	1
16670639	15944436	1
279589870	14885549	1
309174754	1195513339	1
15523081	78453	1
382329217	353899478	1
341378755	336253744	1
25170393	115266129	1
392683720	481610048	1
802317774	1375548134	2
333184704	427031981	1
243572257	104370281	1
279203243	219191918	1
540324852	316566848	1
265443367	15163466	1
56117976	252649740	1
123404204	245099423	1
377166684	974351666	1
147451237	219310811	1
605845061	434130489	1
467870997	613743519	1
346211958	180932295	1
464943507	277568858	1
24071914	522142226	1
480894429	152872449	1
473129756	479990985	1
12609722	455274701	1
277381651	10876852	1
86667918	15566365	1
257730627	257253889	1
485656485	550602653	1
322419321	336771752	1
179089493	168169935	1
142191390	40901659	1
451133891	941971686	1
62626642	535942415	1
578790631	98926993	1
148725617	294240671	1
500495865	161189017	1
72963321	1301382282	1
43968752	14861285	1
1224801662	14522520	2
187235477	169579930	1
198993274	479416811	1
505069623	55882226	1
257495729	6981492	1
1129161480	576508906	1
193927416	34044721	1
261129497	197132004	1
232601708	468609399	1
199874282	109791396	1
126958638	212606044	1
974388600	128195280	1
399721097	303720158	1
346234834	933433482	1
1304964811	760496436	1
1163437148	15944436	1
1048937270	816653	1
465354543	419907610	2
16573230	756278	1
735895596	449784686	1
196320256	217207656	1
42330975	382796296	1
198173392	102519789	1
175971715	334814187	1
36523578	495694631	1
417385518	334856089	1
138318349	342901425	1
1003172208	856977883	1
578762277	513901635	1
177309172	16193528	1
395026703	422331825	1
75594448	25338609	1
560810831	327100443	1
1291554577	1074257515	1
255267016	291894387	1
342257315	47210905	1
19887193	17078353	1
14626765	10310522	1
13686472	3468981	1
14890530	784912	1
375382260	856977883	1
17927140	10209392	1
497565710	305678530	1
395824030	18460479	1
257276807	274779292	1
306399396	2890961	1
193536242	101920103	1
137394001	151235513	1
14856498	20463683	1
520004653	490814750	1
423820370	337510355	1
55874022	23978155	2
2257251	18804306	1
382232884	14522520	1
314117415	229587158	1
308256401	284278378	1
207912915	540488894	1
755499	6312822	1
483264917	258465082	1
892510867	18657572	1
342847452	328155982	1
554698763	613743519	1
1285774946	735652572	1
301233751	631740204	1
227866874	867209778	1
402211180	245886246	1
488048054	188048136	2
565239063	506385985	1
634220800	70574661	1
33661123	16655768	1
908368508	52222880	1
518669837	704174424	1
432139368	272452614	1
144350413	188048136	1
394204245	525506113	1
617810110	46458964	1
553194309	721173440	1
176797283	731391721	1
199227206	109674300	1
245617188	220209756	1
312857966	485397452	1
559635051	373443816	1
382400920	432827755	1
305766039	275686563	1
346114823	238609218	1
129921974	69442868	1
233086123	547066196	1
604119063	803580043	1
12526	16655768	1
521764203	617096626	1
75169067	112243365	1
62231590	14231571	1
16863516	2087371	1
41814002	712878330	1
353568674	204489118	1
558117608	618373717	1
529768086	805201158	1
176103993	974351666	1
590188271	276275822	1
319341109	436890743	1
842856102	482706670	1
575545520	406435606	1
48725900	6312822	1
359566024	64524967	1
407725761	65423541	1
60976267	76055051	1
32715274	11212412	1
256272370	15044008	1
64083453	23255992	1
265181854	618373717	1
47224611	334351695	1
93156626	1475774791	1
1064712613	342901425	1
4817481	678953	1
1510729068	447538839	1
14408534	14093540	1
920112948	1223790546	1
70713513	127978917	1
417319397	420135774	1
270427289	1197619002	1
930847412	223028814	1
895633172	317995501	1
1139200051	37019708	1
57932061	249527815	1
457115429	560798280	1
240400713	19288991	1
1051484756	889673756	1
355062963	715221666	1
1345050438	397004142	1
22940969	73147282	1
245179268	319817898	1
1345312903	16290986	1
322513093	14522520	1
977417384	310526798	1
322297279	410057801	1
308597209	1420548667	1
339096768	261566274	1
284890119	109674300	1
637216586	914583320	1
467996249	974351666	1
333245673	199690327	1
498318745	618373717	1
336827848	188048136	1
14308286	1784361	1
71889012	209811713	1
562606204	840406152	1
55322272	15403842	1
1027859635	98985829	1
376575746	217144065	1
172237696	447538839	1
17593806	9688342	1
18155180	2087371	1
47483804	189687557	2
23204932	15944436	1
175618833	974351666	1
113853720	834923124	1
440243296	1470765720	1
87921467	456603517	1
238725615	249527815	1
16859344	755859	1
797515	972651	1
56570996	7548842	1
215114298	249527815	1
225697223	272146274	1
15689882	14861285	1
1378292900	53654843	1
308652130	36112991	1
374738248	249527815	2
242609644	249527815	1
972745663	1290906798	1
23125289	16711478	1
797187175	1368636661	1
180784287	979811	1
19745636	6312822	1
19394261	14652452	1
309439589	155083353	1
597933506	1115912875	1
294261735	580502117	1
407337640	440238565	1
8076052	273684907	1
828251	10669542	1
16578595	4641021	1
579979553	440226849	1
153249356	5459482	1
8315692	784912	1
115313891	6981492	1
702138906	175523011	1
435351358	263301218	1
35108632	447538839	1
284738683	827756887	1
1355020494	248391670	1
271552251	370512141	1
50558912	364724070	1
87520839	45729854	1
13904812	755859	1
110596238	985913719	1
326810826	249527815	1
16063851	10194392	1
1132781748	856977883	1
427003772	255218099	1
160042385	1214346157	1
250834227	9688342	1
17816782	25993	1
1472829116	340966373	1
1281281052	522526329	1
399149107	611921921	1
255568777	555678558	1
91389936	372979914	1
49964589	14231571	1
498352241	578519229	1
731430834	727422228	1
271581874	139443574	1
49971676	2242231	1
1432984788	370877760	1
576643458	342959798	1
1438135266	432741009	1
450234237	91182205	1
209811713	418821190	1
354646768	263491362	1
412638572	188048136	1
102537312	92345200	1
537933032	2735591	1
343802818	1323282476	1
580444481	460877126	1
210632409	14231571	1
662813	4216361	1
973011554	366753947	1
65876304	6312822	1
17583030	83271185	1
18967137	15944436	1
1394530838	255151430	1
93977798	911909497	1
928895239	275686563	2
72013601	410057801	1
568143534	475764846	1
134878011	306632733	1
326739575	460066483	1
1398656252	89314353	1
268442821	834923124	1
313584256	275812944	1
14412930	16655768	1
41785894	215625004	1
307045054	86734773	1
39129794	222540906	1
941768041	522526329	1
45848957	6370862	1
1209561324	1396101030	1
700136515	22184271	1
39398109	19738648	1
1260697196	327444997	1
1282357464	1024752108	1
48600615	272733021	1
10138662	197132004	1
1126467631	426798455	1
38630800	816653	1
802681554	554523661	1
541249169	133969123	1
93776835	98465645	1
64515477	51813392	1
457710573	249527815	1
457728194	618373717	1
940570669	2890961	1
400532308	286322553	1
170240692	1344951	1
132716200	618373717	1
718433994	345807471	1
312472901	198732594	1
25025022	17329800	1
304126071	240337795	1
48413986	155083353	1
547480865	249527815	2
195796447	364390887	1
7196762	13811562	1
14940197	40584312	1
267274626	462309858	1
18467934	1197619002	1
1406404244	331830103	1
330442444	341273443	1
102999493	54091512	1
388238867	26784830	1
268765041	66200377	1
223578944	122980369	1
236300384	1360742844	1
418026649	273189158	1
899385607	374913304	1
224734492	459479949	1
16486568	25338609	1
302833042	79000051	1
1065066414	1337875118	1
434686322	440464821	1
110348138	127978917	1
452716870	207681121	1
498841104	15944436	1
389038036	216180431	1
561592774	393143663	1
332307119	376613616	1
227456176	107855048	1
105883873	49053250	1
1025256734	14410190	1
231554990	193386528	1
1487830818	861965322	1
1306958010	611823	1
255669111	24034979	1
53580289	152354558	1
414457158	322409159	1
17262225	14963214	1
14160917	13146722	1
1143132720	221510303	1
10286	10545	1
376464024	261234934	1
25589100	16098270	1
19714244	323066578	1
593858555	249527815	1
312862873	296961404	1
333986163	232964894	1
225966110	53654843	1
179033808	107775833	1
76447189	14231571	1
843948380	41423848	1
1471150891	972651	1
271278153	152574156	1
374147964	578745951	1
248580798	14522520	1
105899128	10545	1
29146962	14151652	1
322428749	44678105	1
133508798	31278324	1
462648174	460731626	1
81553103	273684907	1
136211566	10876852	1
197955712	21477756	1
326049676	618373717	1
261562106	196440795	1
20160647	339166753	1
481502495	260318050	1
1272903618	21861738	1
417848635	78453	1
81287856	333150211	1
62324285	1074257515	1
1038995916	546066677	1
535991509	62475516	1
63025405	146120215	1
326739575	417564276	6
622279872	746230712	1
379865940	1045176704	1
23679582	6312822	1
335706153	252418899	1
282350164	974351666	1
569438250	838248234	1
350677603	45698708	1
76655858	78453	1
48179354	784912	1
817270452	1344951	1
419134222	887508368	1
1209561324	620821845	1
14491482	30261067	1
587093982	729122948	1
392116939	15830701	1
358646048	37194869	2
61562891	406435606	1
9635222	784912	2
17822855	10545	1
502452088	216892541	1
17779828	2890961	1
240979665	197320598	1
225650325	16507391	1
146345476	123666529	2
127950146	298441123	1
10140592	123822572	1
1671651	636923	1
237388230	281233802	1
24754687	12477472	1
305240162	302954736	1
177659852	462233086	2
313005735	63255504	1
565996602	974351666	1
201388301	200245604	1
13128922	6280722	1
15409106	16655768	1
469520565	435477479	1
634650583	593291878	1
535511210	190805482	1
175449445	169137506	1
105603012	456395512	1
538570455	447538839	1
1457095298	516881795	1
14658540	15267898	1
483424577	271627854	1
105899128	12273252	1
297820574	249461227	1
281711633	1424151774	1
558584376	203834358	1
439229716	608131975	1
201693633	14843763	1
10221	2172	1
14173057	273684907	1
275338499	272668297	1
1223157295	1195513339	1
262055557	16678443	1
363779749	384602784	1
366286224	618373717	1
29845712	277766594	1
604013746	387159418	1
403093762	218347750	1
115361943	14522520	1
225990065	112243365	1
13662232	9688342	1
27582153	73808471	1
387685238	337934184	1
511883642	856977883	1
226563021	281475886	1
625299952	474508988	1
1241158711	21861738	1
290783636	95301944	1
519949305	264149784	1
55906521	15752235	1
7826502	6370862	1
367880676	952859779	1
189206995	16662889	1
523295190	732033643	1
181487304	14522520	1
54754902	15440049	1
37120200	12273252	1
416874259	120653519	1
897680478	727382184	1
482788150	445820358	1
259674696	249527815	1
57448151	1074257515	1
458959973	244248238	1
78530096	35908361	2
55782191	736981998	1
230257919	221596019	1
242962372	618373717	1
217004665	208455877	1
712118179	187206558	1
24151561	127978917	1
9177832	14331688	1
1403761076	233020464	1
367546690	337948687	1
338035581	241102797	1
14835956	68345439	1
85757587	16662889	1
322837472	364051017	1
63030767	15121945	1
42104946	482630627	1
835796780	162288817	1
375025804	61884590	1
242664984	22184271	1
16089085	987681	1
595197791	30261067	1
87791687	303519851	1
83004013	6370862	1
310049359	309874936	1
162528160	85179759	1
15435471	9688342	1
301738458	73498980	1
361659434	219230743	1
423760173	290082217	1
23823528	14861285	1
269856184	115266129	1
185177057	15830701	1
413024692	125406336	1
385191612	171153308	1
38259027	188048136	1
6422342	16655768	1
268879937	139189675	1
1135581	10669542	1
373154772	41423848	1
783855445	725121554	1
87362267	1344951	1
415983273	116250926	1
977434548	288418228	1
32429493	554523661	1
50791870	9866582	1
27295222	1197619002	1
1096870502	856977883	1
12831092	14231571	1
17607629	5834352	1
17576278	127978917	1
380084575	44251056	1
19333756	6370862	1
14954928	10545	1
20694115	14381906	1
410349762	175858953	1
17198424	15163466	1
907274616	159625607	1
476983019	247595800	1
388021095	297018989	1
181806807	276687736	1
959045868	614408758	1
319119042	788837676	1
26662482	73498980	1
19182150	23978155	1
454182738	400473461	1
333843201	833558888	1
29672855	204025694	1
285559064	555163609	1
323646169	485351263	1
311344005	250160585	1
45460842	216892541	1
19738648	16655768	1
801340537	187206558	1
397199939	451837603	1
60566427	223519591	1
16515309	6312822	1
520607039	974351666	1
54623655	459626047	1
151728761	288249426	1
84359077	381521407	1
13482812	10760422	1
18423144	275686563	1
45657980	15267898	1
954462870	217256861	1
315263413	504936637	1
171921297	118568590	1
44166385	9688342	1
22844737	9688342	1
425361183	337510355	1
259508455	38884269	1
396620693	160136379	1
90628620	2890961	1
26451127	10545	1
458477511	522526329	1
396930285	157579749	1
1189075976	1312622480	1
419918496	113448883	1
214716830	482630627	1
50174854	188048136	1
49553	15732699	1
259008700	188048136	1
42578843	14861285	1
612885840	1074257515	1
381194764	1115912875	1
232339072	834923124	1
14937080	60642052	1
163546222	239607577	1
443862904	1074257515	1
1084501524	258571972	1
752368026	1323672258	1
66291318	465339773	1
826350674	405958594	1
1375548134	483704089	1
210682993	48607594	1
228177179	159639857	1
314839729	166895891	1
320928136	390417319	1
53842335	286852553	1
782013276	37738195	1
429319906	228532638	1
56364937	423966457	1
993568212	61668337	2
52885446	12477472	1
48329145	348429830	1
513325965	139443574	1
380716771	277766594	1
