"","source","target","value"
"2334",10329,24266,1
"16270",10330,21218,1
"19388",10330,3737,1
"7208",10332,27121,1
"17971",10333,14136,1
"6292",10334,29713,1
"18809",10336,8657,1
"5994",10337,23506,1
"3960",10338,3611,1
"14805",10339,6432,1
"11619",10340,17799,1
"2717",10341,10970,1
"10940",10342,12179,1
"14655",10342,7986,1
"19992",10342,10116,1
"4252",10343,565,1
"6027",10344,102,1
"22987",10345,22978,1
"5063",10346,24378,1
"6872",10346,10023,1
"13272",10346,12033,1
"14691",10346,28219,1
"14829",10346,28694,1
"2297",10350,2706,1
"9111",10351,1153,1
"2514",10352,6804,1
"23731",10353,25963,1
"20218",10355,28166,1
"19573",10357,8552,1
"18546",10358,17391,1
"23310",10360,803,1
"9909",10362,13138,1
"20736",10363,2766,1
"1530",10364,337,1
"5837",10365,9311,1
"7657",10366,18346,1
"18758",10372,17661,1
"15612",10373,15866,1
"19874",10375,10138,1
"22970",10377,12185,1
"5562",10378,23791,1
"20525",10379,26597,1
"19500",10380,24443,1
"11042",10381,14778,1
"1051",10382,10488,1
"2565",10383,5392,1
"5671",10385,20752,1
"392",10386,21874,1
"17716",10387,18549,1
"13977",10388,8245,1
"4960",10389,28219,1
"15317",10390,4127,1
"22529",10392,23663,1
"5052",10393,6579,1
"9515",10394,18698,1
"12882",10395,24951,1
"21023",10396,23587,1
"23965",10397,23291,1
"14172",10398,8657,1
"21666",10399,1340,1
"13424",10400,24266,1
"7460",10401,12327,1
"10380",10401,13819,1
"21493",10401,19940,1
"2628",10402,746,1
"1466",10403,3157,1
"17476",10404,14513,1
"16412",10405,5031,1
"23185",10407,19080,1
"13032",10408,4459,1
"19214",10409,15503,1
"23663",10411,1035,1
"6797",10413,2376,1
"8386",10416,1805,1
"19027",10417,2629,1
"5014",10420,3901,1
"23493",10421,28895,1
"9224",10422,17126,1
"12551",10422,1099,1
"12012",10423,2038,1
"16126",10424,20096,1
"15454",10425,3141,1
"20975",10426,9643,1
"22270",10427,284,1
"13504",10428,25777,1
"15195",10429,985,1
"9193",10430,18202,1
"10202",10430,23715,1
"23415",10430,18325,1
"11332",10431,24541,1
"8244",10432,24178,1
"19041",10433,23313,1
"18141",10434,28438,1
"16283",10435,20721,1
"10281",10436,19632,1
"13194",10437,7123,1
"15944",10438,17215,1
"15226",10441,16740,1
"24284",10442,5952,1
"15802",10443,14257,1
"22643",10444,14002,1
"22397",10445,22014,1
"20760",10446,8509,1
"3686",10447,23527,1
"1047",10449,10294,1
"23275",10450,20063,1
"8867",10451,14928,1
"11618",10452,10684,1
"15509",10453,23491,1
"15728",10455,11588,1
"19250",10457,28438,1
"8886",10458,15575,1
"19765",10459,16069,1
"20167",10460,19565,1
"15213",10461,22467,2
"24227",10461,25080,1
"5684",10462,21305,1
"22523",10465,28527,1
"7821",10466,21269,1
"13114",10467,5678,1
"682",10468,3913,1
"23766",10469,15041,1
"22976",10470,24639,1
"5086",10471,8665,1
"18331",10475,5678,1
"1512",10478,8245,1
"20553",10480,5024,1
"17404",10481,20115,1
"17857",10484,28895,1
"18142",10485,19734,1
"22715",10486,8540,1
"15727",10487,229,1
"17700",10489,12393,1
"1391",10490,11378,1
"15311",10491,22199,1
"18196",10495,2626,1
"18060",10497,14036,1
"4222",10498,28219,1
"2888",10499,6533,1
"6566",10502,21239,1
"19813",10503,5687,1
"22491",10504,25415,1
"4026",10505,7574,1
"16213",10506,10488,1
"6132",10509,2383,1
"8125",10510,284,1
"21679",10511,21170,1
"4762",10512,1633,1
"4498",10513,12505,1
"13490",10514,22520,1
"3093",10515,7635,1
"2188",10516,7619,1
"14159",10517,29880,1
"2683",10518,21218,1
"20502",10519,9659,1
"689",10520,9225,1
"22966",10521,27219,1
"9471",10522,29729,1
"23843",10524,26200,1
"15065",10525,21165,1
"22247",10528,1590,1
"23121",10529,28219,1
"18010",10530,18335,1
"12514",10531,24921,1
"19684",10532,16226,1
"17167",10534,25407,2
"4490",10535,1767,1
"6878",10538,779,1
"4342",10539,4505,1
"16904",10539,2334,1
"14068",10541,5821,3
"23856",10541,16867,1
"11097",10542,25657,1
"12087",10543,12185,1
"24601",10544,11064,1
"2655",10545,20752,1
"12180",10545,15949,1
"24083",10546,11922,1
"24605",10547,779,1
"1304",10548,15293,1
"17412",10550,28726,1
"11210",10551,16551,1
"12369",10551,14275,1
"20327",10551,18152,2
"24433",10552,2520,1
"2880",10555,16756,1
"5902",10556,20066,1
"10368",10558,18698,1
"5390",10560,14821,1
"1020",10561,28041,1
"1718",10563,12747,1
"6491",10564,11591,1
"17981",10565,7123,1
"1651",10566,14352,1
"4190",10568,7681,1
"7044",10569,26072,1
"10236",10570,17126,1
"21158",10571,2561,1
"21715",10571,11104,1
"6482",10572,7450,1
"7702",10573,22698,1
"7410",10574,14036,1
"17724",10576,6426,2
"9299",10578,14201,1
"2302",10580,16743,1
"5314",10581,14257,1
"5575",10581,1476,1
"23872",10581,28219,1
"10317",10583,10488,1
"23702",10584,5392,1
"10082",10586,4327,1
"14196",10587,14286,1
"2940",10589,28824,1
"4597",10590,3760,1
"1442",10591,22467,1
"21400",10593,337,1
"4070",10594,29996,1
"10162",10594,19800,1
"23150",10596,2706,1
"18455",10598,26259,1
"8874",10599,172,1
"2641",10600,2706,1
"3057",10601,779,1
"20693",10602,29000,1
"10737",10603,14679,1
"3483",10605,26200,1
"447",10606,14126,1
"15351",10608,17799,1
"6988",10609,15394,1
"18030",10612,7319,1
"1187",10613,25080,1
"6732",10613,22467,1
"19196",10614,25080,1
"1642",10616,19535,1
"14458",10617,9411,1
"11221",10618,14052,1
"17191",10619,20317,1
"22728",10620,4184,1
"20304",10621,24378,1
"6287",10622,21231,1
"24723",10623,14162,1
"5251",10624,6276,1
"8503",10624,29301,1
"20958",10625,17799,1
"19477",10626,10488,1
"17709",10627,29355,1
"14787",10628,28348,1
"16912",10629,12973,1
"7723",10631,10821,1
"13971",10636,15838,1
"19404",10637,23956,1
"5084",10638,7851,1
"22434",10639,26351,1
"24737",10640,23727,1
"1517",10641,22013,1
"18619",10642,7123,1
"7635",10643,5678,1
"7691",10644,22237,1
"11001",10644,1068,1
"6659",10645,26869,1
"13633",10646,10,1
"7668",10647,24024,1
"20649",10648,25662,1
"5967",10649,12009,1
"7379",10650,25015,1
"15280",10651,9603,1
"16709",10652,24320,1
"19627",10653,29600,1
"9063",10654,779,1
"10483",10655,21995,1
"22166",10656,9259,1
"19085",10657,21293,1
"6848",10658,24126,1
"446",10659,2296,1
"1932",10659,11508,1
"4500",10659,8790,1
"8159",10659,5682,1
"10604",10659,11166,1
"12194",10659,23850,1
"16466",10659,24443,1
"20326",10660,18994,1
"23409",10661,28134,1
"879",10662,11238,1
"22258",10663,5579,1
"19132",10666,26597,1
"11128",10667,24266,1
"14412",10669,9643,1
"13068",10671,7123,1
"6200",10674,22832,1
"18827",10678,4358,1
"19568",10680,21214,1
"6997",10682,13442,1
"22476",10683,10488,1
"13963",10685,2178,1
"22633",10685,21214,1
"1283",10686,10633,1
"19725",10687,399,1
"12735",10689,6066,1
"14239",10689,8812,1
"13625",10690,15838,1
"7711",10691,3157,1
"3762",10692,7266,1
"11672",10693,8768,1
"18212",10694,20138,1
"4017",10695,24443,1
"12021",10695,29939,1
"21097",10695,5678,1
"2191",10696,28586,1
"13719",10697,27525,1
"634",10699,5763,1
"15797",10701,18197,1
"24749",10702,10255,1
"12380",10703,4897,1
"11690",10704,601,1
"16484",10705,27508,1
"23457",10706,11277,1
"18890",10708,26869,1
"19092",10708,25160,1
"20823",10708,7123,1
"21983",10710,8951,1
"15920",10712,14257,1
"4619",10713,6354,1
"10835",10713,3767,1
"12909",10715,20317,1
"10178",10716,10488,1
"16901",10717,22493,1
"20976",10718,20317,1
"20182",10719,2585,1
"7341",10721,25894,1
"18239",10722,130,1
"22553",10723,8834,1
"7058",10724,2270,1
"2739",10725,27973,1
"20664",10728,15617,1
"1225",10729,22177,1
"4723",10730,8701,1
"24371",10731,6891,1
"14800",10732,27492,1
"2011",10733,11024,1
"483",10735,25282,1
"6426",10736,7880,1
"16856",10737,16934,1
"19854",10738,22910,1
"5344",10741,6612,1
"1563",10744,18529,1
"20094",10746,25877,1
"18496",10747,13308,1
"17516",10750,7681,1
"4978",10751,2706,1
"19149",10752,17799,1
"9590",10753,7123,1
"20476",10755,19042,1
"6825",10756,779,1
"7409",10757,20317,1
"9514",10758,6056,1
"6657",10759,27309,1
"16680",10760,26800,1
"17321",10761,779,1
"5363",10762,9752,1
"2004",10764,17799,1
"20808",10765,4880,1
"1421",10766,17267,2
"13927",10767,12718,1
"22639",10769,5412,1
"12669",10770,12976,1
"17341",10771,8299,1
"18200",10772,19383,1
"19020",10773,23727,1
"3417",10774,5678,1
"9069",10775,713,1
"22504",10777,4891,1
"24034",10779,3697,1
"21610",10780,8459,1
"22052",10782,14036,1
"21260",10783,779,1
"18678",10785,17786,1
"17205",10786,17126,1
"19805",10787,7923,1
"8092",10788,25704,1
"17963",10790,10488,1
"6160",10791,8665,1
"16640",10792,29639,1
"1535",10793,10633,1
"14333",10794,17799,1
"14865",10796,23117,1
"9853",10798,10347,1
"15838",10798,7635,1
"6761",10799,2706,1
"245",10800,10945,1
"13994",10801,16398,1
"8455",10803,5269,1
"3442",10805,1317,1
"19008",10806,8288,1
"18682",10807,102,1
"11179",10808,11495,1
"21475",10809,28219,1
"21920",10811,5392,1
"18256",10815,26073,1
"7308",10816,22562,1
"6672",10818,178,1
"1147",10819,7681,1
"18867",10820,28895,1
"9242",10822,29824,1
"15265",10823,24320,1
"2548",10824,2706,1
"13474",10825,28041,1
"22152",10828,15009,1
"20231",10829,4644,1
"15995",10830,20967,1
"3531",10834,21001,1
"2988",10835,22467,1
"21485",10836,23860,1
"23545",10837,14032,1
"6358",10838,23836,1
"383",10839,27084,1
"8018",10840,12523,1
"13127",10841,12910,1
"7320",10842,5392,1
"15900",10843,10168,1
"8646",10844,15866,1
"21048",10845,29713,1
"2473",10846,29725,1
"11411",10847,18624,1
"1941",10848,26869,1
"1926",10850,18587,1
"7563",10851,25015,1
"11899",10852,9863,1
"14774",10853,7357,1
"17720",10853,11091,1
"17348",10856,26200,1
"3181",10857,5989,1
"15904",10858,2631,1
"20257",10859,28219,1
"23355",10860,17799,1
"24186",10861,12763,1
"5860",10862,11166,1
"5904",10863,3721,1
"11647",10865,7578,1
"12530",10867,8122,1
"11153",10870,26041,1
"14341",10872,2038,1
"10503",10873,26200,1
"10073",10874,20317,1
"17159",10875,18392,1
"3467",10876,10634,1
"23718",10877,9137,1
"5050",10878,29484,1
"17622",10879,7653,1
"21198",10880,11283,1
"21962",10882,22999,1
"6476",10883,14906,1
"9858",10884,7978,1
"17034",10885,29153,1
"14696",10887,3609,1
"22683",10888,3602,1
"21229",10889,19535,1
"9972",10890,8280,1
"1744",10891,10520,1
"6713",10892,25015,1
"10980",10893,8665,1
"4141",10894,1870,1
"7600",10896,17877,1
"12062",10897,24052,1
"1872",10898,23239,1
"524",10899,805,1
"18928",10901,12509,1
"21241",10902,29407,1
"1548",10904,4562,1
"3209",10905,14521,1
"7100",10906,27908,1
"2108",10907,5637,1
"8494",10908,11355,1
"15218",10909,20331,1
"1977",10910,2974,1
"14390",10911,17126,1
"3493",10912,18659,1
"12764",10913,9155,1
"17100",10914,6774,1
"20626",10915,29579,1
"4828",10916,25080,1
"15074",10920,10038,1
"8251",10922,726,1
"1644",10924,21416,1
"24731",10926,8908,1
"8813",10927,20240,1
"18739",10929,28438,1
"5845",10930,29919,1
"14381",10931,2178,1
"24315",10932,20317,1
"2662",10934,8746,1
"14003",10937,28998,1
"1387",10938,8299,1
"19419",10940,28436,1
"4449",10941,12893,1
"18960",10942,17799,1
"2288",10944,14036,1
"14327",10946,13482,1
"14423",10949,5732,1
"11137",10950,7691,1
"2095",10951,14855,1
"14320",10952,8856,1
"23062",10953,4940,1
"6730",10954,18633,1
"13865",10955,4090,1
"23742",10956,26200,1
"23983",10957,28448,1
"13810",10959,28895,1
"12845",10960,12196,1
"20504",10962,6412,1
"11894",10963,3530,1
"9711",10964,22870,1
"1677",10966,4905,1
"16228",10968,12182,1
"8706",10969,11528,1
"21683",10971,13139,1
"16064",10972,392,1
"15980",10973,16591,1
"6026",10974,18958,1
"5492",10976,24483,1
"7946",10977,19244,1
"953",10979,466,1
"5035",10979,12863,1
"133",10981,668,1
"3957",10982,17650,1
"24032",10983,24443,1
"5978",10984,8446,1
"3378",10985,22467,1
"21298",10985,7691,1
"23672",10986,5633,1
"4161",10987,6687,1
"5885",10988,18092,1
"11994",10989,29939,1
"11482",10991,3323,1
"21581",10992,25080,1
"4616",10993,20622,1
"24674",10995,7477,1
"3124",10996,4778,1
"23242",10999,28219,1
"5321",11000,4793,1
"13301",11001,25367,1
"19567",11002,22750,1
"14721",11003,1036,1
"23811",11005,16591,1
"300",11006,6090,1
"9723",11007,16160,1
"7127",11008,8790,1
"17890",11009,9405,1
"12384",11010,27492,1
"9232",11012,8299,1
"22220",11013,19845,1
"2596",11014,24326,1
"19071",11016,22467,1
"21071",11017,27415,1
"5628",11018,25742,1
"4581",11019,2646,1
"9198",11020,3168,1
"3309",11021,23551,1
"4839",11023,17966,1
"16248",11025,8270,1
"17035",11026,1394,1
"11682",11027,9639,1
"4303",11029,26200,1
"33",11031,9001,1
"16958",11033,10633,1
"9133",11034,17604,1
"10156",11035,20865,1
"6704",11037,7128,1
"15792",11037,5549,1
"2685",11038,28895,1
"3091",11038,26869,1
"19974",11039,28501,1
"22333",11039,8923,2
"2072",11041,27546,1
"3727",11041,406,1
"4927",11041,23377,1
"10926",11041,14673,1
"11620",11041,2942,1
"19730",11041,269,1
"6765",11042,18367,1
"11849",11043,11166,1
"9295",11044,9199,1
"1518",11045,11958,1
"22233",11046,284,1
"20126",11047,7899,1
"4348",11050,25471,1
"16685",11052,13444,1
"17937",11053,15866,1
"2257",11055,20622,1
"5428",11055,14352,1
"711",11057,26200,1
"6046",11058,22606,1
"15701",11059,7732,1
"17925",11060,16151,1
"24452",11061,5531,1
"415",11062,18983,1
"6004",11065,6465,1
"10110",11066,30143,1
"3169",11067,26200,1
"19285",11069,13373,1
"15075",11070,5335,1
"5090",11071,24102,1
"24400",11073,4607,1
"16646",11074,10871,1
"3644",11075,20138,1
"14080",11076,17799,1
"23757",11078,12639,1
"4327",11079,12622,1
"21671",11082,17799,1
"23016",11083,28219,1
"9509",11084,23963,1
"23480",11085,16493,1
"13824",11086,9259,1
"16134",11088,21511,1
"10046",11089,497,1
"12701",11090,6422,1
"6138",11092,20879,1
"17197",11093,4235,1
"11371",11094,28219,1
"9634",11095,17784,1
"5373",11099,22724,1
"5970",11099,2951,1
"23974",11100,14002,1
"11480",11102,8665,1
"12314",11103,28438,1
"8131",11105,26050,1
"8761",11105,13755,1
"12264",11106,14257,1
"15567",11108,17650,1
"11240",11111,20317,2
"21599",11112,2328,1
"21725",11113,1767,1
"9046",11114,20890,1
"24240",11115,10633,1
"23108",11116,18202,1
"6712",11117,20317,1
"22496",11118,10633,1
"23559",11120,2806,1
"6362",11122,18783,1
"5000",11123,14347,1
"3676",11125,14872,1
"3908",11126,22467,1
"23089",11126,18651,1
"23967",11126,5549,1
"13499",11127,5678,1
"13800",11128,13123,1
"7221",11129,18531,1
"4891",11130,21083,1
"195",11131,27737,1
"11123",11132,17279,1
"17640",11133,16217,1
"3461",11134,10943,1
"13818",11135,7411,1
"1515",11137,14049,1
"16681",11138,19076,1
"10351",11140,4315,1
"370",11142,6417,1
"6350",11143,11922,1
"19761",11144,11521,1
"14527",11146,14036,1
"14563",11149,19017,1
"15201",11150,18229,1
"19783",11151,25984,1
"6516",11152,13444,1
"24385",11154,11500,1
"9525",11156,740,1
"5196",11158,23449,1
"12182",11160,14048,1
"1486",11162,24089,1
"6185",11163,20033,1
"919",11164,24430,1
"7981",11165,4036,1
"10637",11167,5392,1
"16072",11168,19535,1
"23131",11169,23313,1
"16699",11170,25538,1
"3447",11171,13020,1
"17060",11172,5678,1
"9841",11173,4596,1
"17481",11174,7703,1
"9594",11175,24471,1
"13606",11176,11402,1
"13071",11177,13870,1
"21049",11178,24248,1
"6455",11179,24962,1
"17902",11180,13045,1
"20018",11182,5022,1
"13186",11183,5392,1
"10428",11185,13070,1
"23794",11187,28438,1
"3243",11189,7635,1
"15638",11191,20317,1
"21807",11192,25080,1
"1032",11193,8939,1
"2974",11193,14083,1
"10018",11193,11642,1
"11406",11193,18340,1
"11533",11196,28827,1
"12947",11197,21943,1
"13618",11198,25487,1
"17195",11198,20608,1
"8270",11199,17773,1
"7176",11200,17799,1
"6280",11201,1218,1
"2161",11204,7915,1
"127",11205,2743,1
"21128",11206,29939,1
"11886",11208,19290,1
"22507",11209,27318,1
"9070",11210,2756,1
"21261",11211,16004,1
"7361",11212,22133,1
"4807",11213,12665,1
"18604",11214,28291,1
"23239",11215,17321,1
"14618",11216,3195,1
"6615",11218,28895,1
"8102",11219,1807,1
"22597",11220,25015,1
"15257",11222,13444,1
"2345",11223,10137,1
"11983",11223,19431,1
"17343",11223,18856,1
"8241",11224,25164,1
"12571",11224,7732,1
"16729",11225,26403,1
"23889",11225,20740,2
"7435",11226,12185,1
"23744",11227,23313,1
"7614",11228,1934,1
"3801",11229,22467,1
"20772",11230,5678,1
"18831",11232,3428,1
"11511",11233,12009,1
"12568",11236,17799,1
"15794",11239,20417,1
"2155",11241,12196,1
"5123",11241,9567,1
"9664",11242,27889,1
"17688",11243,19375,1
"10409",11244,2961,1
"7423",11245,17126,1
"13129",11245,25080,1
"18251",11246,5763,1
"21825",11248,17200,1
"24220",11249,25254,1
"8155",11252,10488,1
"10125",11253,8919,1
"17740",11255,5563,1
"11250",11256,28201,1
"664",11257,15838,1
"4330",11259,26869,1
"5374",11261,24075,1
"12162",11263,2505,2
"4982",11264,17237,1
"16742",11265,16217,1
"18969",11265,20214,1
"21758",11265,24443,1
"22874",11265,11980,1
"18131",11271,1807,1
"7933",11272,1277,1
"3683",11273,13047,1
"20205",11274,25015,1
"17575",11275,8638,1
"23099",11276,22279,1
"11977",11278,29502,1
"1671",11279,6533,1
"13612",11280,17537,1
"2759",11281,18993,1
"9905",11281,8331,1
"3772",11284,10418,1
"12007",11284,22746,1
"15855",11285,26200,1
"16882",11287,7635,1
"900",11288,26480,1
"22221",11289,17957,1
"7680",11290,1602,1
"7604",11291,29554,1
"17523",11292,18240,1
"9371",11293,24266,1
"9542",11293,15496,1
"10187",11294,5766,1
"16491",11296,4643,1
"19560",11298,5392,1
"20988",11299,26200,1
"7548",11301,28895,1
"22352",11302,16476,1
"10596",11303,20096,1
"15508",11304,15394,1
"1446",11305,11977,1
"2127",11306,1316,1
"19599",11307,16946,1
"2691",11308,18483,1
"1073",11310,777,1
"21563",11311,2038,1
"18857",11312,11469,1
"21420",11313,11872,1
"16455",11315,28438,1
"4731",11316,21218,1
"17855",11318,29484,1
"8575",11321,779,1
"15103",11322,12989,1
"22704",11323,1925,1
"23955",11323,10675,1
"18735",11324,19670,1
"5318",11325,25080,1
"22011",11326,24541,1
"7786",11329,29307,1
"7610",11330,17171,1
"19396",11331,12718,1
"18624",11332,21117,1
"6853",11333,24266,1
"11966",11333,17742,1
"4928",11334,18027,1
"8142",11334,22976,1
"11601",11335,7827,1
"18776",11337,21481,1
"6660",11338,9405,1
"19743",11339,1515,1
"4217",11340,17332,1
"2320",11342,3303,1
"11059",11345,21417,1
"16732",11347,2683,1
"23826",11349,28219,1
"20336",11350,17799,1
"11973",11352,71,1
"16382",11353,6833,1
"9372",11354,24804,1
"12424",11356,2932,1
"22291",11356,5678,1
"20158",11357,9145,1
"373",11360,9703,1
"14999",11361,1221,1
"7304",11362,28219,1
"4418",11365,8665,1
"5360",11367,8790,1
"1691",11368,28041,1
"5927",11369,5809,1
"9548",11369,7907,1
"10843",11369,11028,1
"9060",11370,14036,1
"9663",11370,10488,1
"13088",11370,16494,1
"22618",11371,18360,1
"13713",11372,9405,1
"20522",11373,12973,1
"17475",11374,27309,1
"14093",11375,3737,1
"24137",11376,24515,1
"9661",11377,6168,1
"23466",11379,12149,1
"22225",11381,6367,1
"2153",11382,8245,1
"21928",11383,20563,1
"16161",11384,16642,1
"22465",11385,28215,1
"8173",11387,29644,1
"18543",11389,29975,1
"1633",11390,25490,1
"4439",11391,10418,1
"24579",11393,24320,1
"12954",11394,10488,1
"7708",11395,17126,1
"5003",11398,8417,1
"4367",11401,26982,1
"3654",11403,27358,1
"16299",11404,5678,1
"6940",11405,25015,1
"13679",11406,13174,1
"3800",11408,4282,1
"22822",11409,27492,1
"22440",11410,21601,1
"22742",11411,21671,1
"16800",11412,1807,1
"4900",11413,4457,1
"15870",11414,14257,1
"4422",11415,25487,1
"12699",11416,1990,1
"21991",11417,11816,1
"20350",11418,20096,1
"16825",11420,29780,1
"2061",11421,24081,1
"17719",11423,5189,1
"9301",11424,6523,1
"10030",11425,779,1
"20568",11426,16724,1
"12342",11427,25496,1
"8416",11430,14275,1
"4821",11431,26453,1
"1291",11432,27028,1
"15662",11434,24266,1
"18797",11435,21179,1
"2954",11436,18994,1
"14993",11437,18925,1
"11527",11438,6242,1
"18132",11439,284,1
"20344",11440,22852,1
"12096",11441,19388,1
"40",11444,8665,1
"12623",11445,14375,1
"18017",11446,26200,1
"7171",11447,15784,1
"20256",11447,9259,1
"979",11448,1954,1
"16089",11450,29610,1
"16107",11451,22467,1
"13305",11452,8790,1
"20573",11453,4615,1
"3849",11454,17756,1
"15124",11455,12909,1
"571",11456,19902,1
"19722",11456,23727,1
"6693",11457,20492,1
"14915",11458,22018,1
"1320",11459,18516,1
"4326",11463,1990,1
"10853",11464,17037,1
"13390",11465,21940,1
"4974",11466,23449,1
"16070",11467,7532,1
"5761",11470,27546,1
"16474",11472,23349,1
"22454",11473,3203,1
"14648",11474,24538,1
"3942",11475,22564,1
"8328",11476,27309,1
"738",11477,6066,1
"20598",11478,411,1
"17480",11479,20492,1
"23879",11480,10488,1
"11536",11481,22499,1
"21833",11482,11155,1
"22269",11482,20262,1
"16784",11483,25591,1
"14362",11484,5537,1
"16759",11485,779,1
"3266",11486,15670,1
"19769",11487,28895,1
"6888",11490,19640,1
"23285",11491,8254,1
"12821",11492,16286,1
"12710",11493,17799,1
"20993",11494,13384,1
"3448",11497,26869,1
"13662",11497,284,1
"20367",11497,29713,1
"16136",11499,25547,1
"2879",11501,4793,1
"3285",11504,1664,1
"10816",11505,9207,1
"15412",11506,17799,1
"21265",11509,284,1
"22455",11510,15432,1
"20839",11511,29424,1
"11046",11512,7088,1
"18958",11513,17799,1
"12386",11514,22467,1
"4717",11515,9405,1
"9087",11517,15165,1
"14936",11518,18662,1
"24316",11518,12465,1
"8537",11519,25015,1
"4354",11520,28219,1
"10682",11522,23855,1
"3228",11525,17799,1
"11891",11526,25884,1
"9219",11530,10781,1
"15620",11533,26200,1
"19593",11534,20317,1
"16717",11535,8254,1
"21123",11536,7908,1
"18677",11537,284,1
"22599",11538,7441,1
"6517",11539,12639,1
"4094",11540,7284,1
"1779",11541,5678,1
"20381",11542,21340,1
"19367",11543,27339,1
"1394",11544,1257,1
"15391",11545,8018,1
"11909",11546,4362,1
"3565",11548,11217,1
"22503",11549,25374,1
"16280",11550,3510,1
"10379",11551,25487,1
"7777",11552,2038,1
"6343",11553,20752,1
"14483",11555,28041,1
"7764",11556,30087,1
"17706",11557,25036,2
"19796",11558,14275,1
"23624",11559,18300,1
"14647",11560,16151,1
"3045",11562,4596,1
"14099",11564,27794,1
