ID	group	IsOpinionLeader	IsKernel
16946507	6	0	0
42125339	6	0	0
1480130808	0	0	0
390452836	6	0	0
15080070	4	0	0
17506533	3	0	0
14103188	3	0	0
15159694	2	0	0
15535975	6	0	0
256693196	4	0	0
7635182	6	0	0
711436304	7	0	0
2741351	3	0	0
14507319	4	0	0
972651	6	0	0
17912724	6	0	0
6949612	3	0	0
256287519	1	0	0
381058734	7	0	0
169555979	6	0	0
266213391	3	0	0
775091372	3	0	0
928895239	5	0	0
1468574148	2	0	0
152143772	7	0	0
17712725	0	0	0
240441406	2	0	0
734363305	5	0	0
792376704	3	0	0
90313362	7	0	0
929183305	6	0	0
123859505	4	0	0
229256967	3	0	0
501363623	5	0	0
1503163128	6	0	0
1162036044	6	0	0
141992165	6	0	0
85113948	1	0	0
17808270	4	0	0
10446382	3	0	0
18997528	3	0	0
198554681	2	0	0
15332616	3	0	0
1429584931	6	0	0
554953062	7	0	0
267657925	5	0	0
104639821	6	0	0
5026991	5	0	0
54647086	5	0	0
19160084	3	0	0
18785068	3	0	0
321786562	7	0	0
17394386	6	0	0
15427914	1	0	0
2242231	6	0	0
344903387	4	0	0
156192843	1	0	0
22833541	4	0	0
185590430	1	0	0
8072642	6	0	0
14186490	3	0	0
198559051	4	0	0
107448374	3	0	0
83300860	6	0	0
76759476	6	0	0
146323126	6	0	0
281987894	5	0	0
16220081	1	0	0
3007491	5	0	0
256371640	6	0	0
152420288	7	0	0
80027458	1	0	0
12128432	5	0	0
85191676	2	0	0
356881173	1	0	0
14339376	2	0	0
23238557	5	0	0
26814332	0	0	0
790249	5	0	0
270441488	6	0	0
14802364	3	0	0
784912	3	1	1
7285302	4	0	0
329058163	7	0	0
45432532	6	0	0
125743370	6	0	0
55874022	3	0	0
54834230	7	0	0
14202167	3	0	0
1089691	4	0	0
274562077	6	0	0
217046870	3	0	0
245892723	7	0	0
319856565	0	0	0
81553103	2	0	0
7805972	2	0	0
221453192	6	0	0
74471361	3	0	0
15951166	3	0	0
14114228	5	0	0
7144422	6	0	0
8543882	3	0	0
1286041	5	0	0
94120278	3	0	0
1465776169	1	0	0
1219058173	7	0	0
330631038	7	0	0
454257735	7	0	0
38908807	7	0	0
24018294	2	0	0
172649970	3	0	0
86053702	6	0	0
22105825	5	0	0
14410190	6	0	0
40632780	5	0	0
541691138	7	0	0
1336384574	5	0	0
732784062	6	0	0
658643	6	0	0
19088161	6	0	0
760369974	1	0	0
141258661	2	0	0
6214082	6	0	0
9047312	6	0	0
14148326	6	0	0
176725989	7	0	0
44821371	7	0	0
32572068	4	0	0
236351659	6	0	0
16290599	2	0	0
68953	5	0	0
1005371676	6	0	0
7141052	3	0	0
166928221	6	0	0
18969786	5	0	0
475108996	7	0	0
21782915	3	0	0
22857234	2	0	0
143590068	7	0	0
5834352	6	0	0
361570691	5	0	0
14173057	2	0	0
16376247	5	0	0
315239083	2	0	0
147998591	2	0	0
30225035	6	0	0
332397661	5	0	0
14398655	4	0	0
27281198	5	0	0
755653	4	0	0
1050111	6	0	0
11469602	6	0	0
1475774791	3	0	0
266810708	7	0	0
312846503	6	0	0
226624013	5	0	0
609773889	6	0	0
12313592	3	0	0
10855252	3	0	0
62446680	3	0	0
875	5	0	0
414192783	7	0	0
35647737	3	0	0
960093474	0	0	0
14395568	6	0	0
9525052	6	0	0
84374787	6	0	0
14478288	6	0	0
9259892	5	0	0
393648766	6	0	0
672863	2	0	0
219601755	6	0	0
2087371	5	0	0
15715971	4	0	0
447456943	6	0	0
817386	6	0	0
14358900	2	0	0
6681532	3	0	0
408879933	6	0	0
15174093	4	0	0
124457428	6	0	0
288460006	7	0	0
416693298	7	0	0
10505162	5	0	0
146854128	6	0	0
38815589	5	0	0
207209450	3	0	0
624051174	7	0	0
18291974	3	0	0
1027515500	1	0	0
369199312	7	0	0
136496646	6	0	0
250775442	6	0	0
19691153	6	0	0
267724455	1	0	0
14344677	5	0	0
15066271	6	0	0
14445315	6	0	0
881815454	7	0	0
1431682465	5	0	0
16644648	6	0	0
104119980	4	0	0
445098267	7	0	0
297546385	4	0	0
61005691	6	0	0
230269478	7	0	0
18690832	4	0	0
15212851	2	0	0
233634391	7	0	0
126484603	6	0	0
22377137	2	0	0
77923438	0	0	0
492749495	3	0	0
14372486	6	0	0
22425873	5	0	0
342720495	1	0	0
336362668	7	0	0
11406792	2	0	0
155408489	3	0	0
428413732	1	0	0
101021921	6	0	0
140743543	6	0	0
358380820	1	0	0
14783420	5	0	0
70364936	6	0	0
2913451	2	0	0
12744742	3	0	0
521171526	7	0	0
78369183	6	0	0
17784077	0	0	0
736010604	5	0	0
731223740	6	0	0
22607047	4	0	0
1329312133	5	0	0
247388098	1	0	0
35673	6	0	0
44119449	6	0	0
68055926	6	0	0
446578218	7	0	0
208238711	6	0	0
52885446	6	0	0
27321286	2	0	0
7638992	1	0	0
15059496	2	0	0
1550251	6	0	0
73338728	3	0	0
14161143	3	0	0
21451409	6	0	0
446243293	6	0	0
72991740	1	0	0
5532312	6	0	0
17297018	6	0	0
61550542	7	0	0
455274701	4	0	0
80680080	3	0	0
275747067	7	0	0
8358552	2	0	0
1119703950	3	0	0
279538124	6	0	0
18334191	3	0	0
259022533	7	0	0
52247685	6	0	0
25338609	6	0	0
116964031	6	0	0
316122981	6	0	0
227586466	4	0	0
844832245	6	0	0
14877196	6	0	0
237484157	7	0	0
14784842	2	0	0
54466163	0	0	0
436238504	3	0	0
316126825	6	0	0
7237922	2	0	0
93753696	6	0	0
51768001	4	0	0
219549738	1	0	0
653053	6	0	0
16364081	0	0	0
16803469	6	0	0
14157068	3	0	0
160042385	6	0	0
61449346	6	0	0
713387798	1	0	0
14151652	6	0	0
9688342	6	1	1
138677394	6	0	0
752603	6	0	0
19189955	6	0	0
1150401	5	0	0
48633265	3	0	0
14246782	6	0	0
15197938	2	0	0
21399337	2	0	0
21477756	6	0	0
56142525	6	0	0
279777141	6	0	0
261012410	6	0	0
15576787	5	0	0
470757557	7	0	0
993055418	1	0	0
25703613	3	0	0
39663127	3	0	0
16711478	1	0	0
61268181	6	0	0
72766861	6	0	0
267580165	7	0	0
168258795	6	0	0
53013	3	0	0
1446758370	6	0	0
19895809	1	0	0
245704250	7	0	0
130555211	6	0	0
44178251	6	0	0
275686563	5	0	0
49455665	3	0	0
15133590	0	0	0
42574992	7	0	0
101961589	7	0	0
87496817	6	0	0
197955712	6	0	0
12914572	2	0	0
241316444	6	0	0
19963403	3	0	0
228907226	2	0	0
17738585	5	0	0
76734192	6	0	0
17703257	3	0	0
259008700	7	0	0
1072749373	7	0	0
304641272	6	0	0
40584312	1	0	0
19105759	2	0	0
261816067	6	0	0
14217197	3	0	0
38897348	3	0	0
323066578	6	0	0
523136078	2	0	0
10194392	5	0	0
1490869105	3	0	0
565657403	7	0	0
99005534	0	0	0
30027730	6	0	0
39909935	6	0	0
68946515	6	0	0
31541791	0	0	0
355263535	6	0	0
15654208	0	0	0
62113055	3	0	0
299390896	6	0	0
1511034536	6	0	0
20407667	2	0	0
14604243	0	0	0
589311349	4	0	0
771681	2	0	0
135184430	0	0	0
17284240	6	0	0
819148	3	0	0
262324675	5	0	0
16218411	1	0	0
60935781	5	0	0
120829122	6	0	0
81421408	3	0	0
93382672	4	0	0
15523460	6	0	0
163603476	5	0	0
181346176	3	0	0
6135062	1	0	0
979811	0	1	1
63096088	1	0	0
367837811	7	0	0
22852745	3	0	0
40669809	7	0	0
72052556	5	0	0
27686496	6	0	0
357023592	5	0	0
9771682	3	0	0
1058869784	1	0	0
229981602	2	0	0
1139200051	6	0	0
238701218	4	0	0
371487390	5	0	0
123661324	7	0	0
359444801	0	0	0
272275518	4	0	0
41785894	1	0	0
228660396	7	0	0
109254805	2	0	0
262955958	4	0	0
1146133807	6	0	0
152115336	6	0	0
15681726	1	0	0
317190049	6	0	0
258801282	7	0	0
631769934	7	0	0
15267898	3	0	0
251222044	7	0	0
762948470	6	0	0
400297555	5	0	0
107770370	2	0	0
71487339	0	0	0
14060637	6	0	0
17704355	6	0	0
222881450	3	0	0
14417508	3	0	0
6861272	5	0	0
16369316	4	0	0
14082105	3	0	0
123329223	4	0	0
383999864	6	0	0
15848802	2	0	0
73221331	2	0	0
19568260	3	0	0
102851047	6	0	0
48329145	3	0	0
161790494	1	0	0
131257475	6	0	0
99891260	5	0	0
297854362	2	0	0
848649260	6	0	0
465739353	6	0	0
